,worker,DocID,SentID,Sys,Src,Adequacy,Fluency
2342,8740,11,15,Sys_Q,The Sept. 14 strikes on the world's largest crude-processing plant and oil field forced Saudi Arabia to shut down half of its production operations.,0,0
2343,8740,11,16,Sys_Q,The drone attacks triggered the largest spike in crude prices in decades and renewed concerns of a budding conflict in the Middle East.,0,0
2344,8740,11,17,Sys_Q,"While Tehran has been widely blamed for the attacks, it maintains that it was not involved.",87,74
2345,8740,65,10,Sys_A,"Matsi Modise, founder of skills training company Simodisa, said Meghan is determined to continue to champion the issues close to her heart despite being a member of the Fold.",5,2
2346,8740,65,11,Sys_A,"“She talked about being a mother and having duties as a duchess and fulfilling what her heart desires - and that it can't just fade away now that you're a duchess,” Modise recalled.",0,0
2347,8740,65,12,Sys_A,“That you have to be true to who you are.”,24,100
2348,8740,65,13,Sys_A,"She said the duchess pushed them to plough ahead with their new ideas and spoke about how they have to keep pushing and going forward, knowing they are doing it for others who will follow.",51,49
2349,8740,65,14,Sys_A,"“She wasn't referring to being a royal, but life in general when you have challenges,” Modise added, admitting she felt a bit “awestruck"" by Meghan.",29,24
2350,8740,65,15,Sys_A,"“She radiates grace and she is taking this task that she has with such grace,” Modise said.",62,74
2351,8740,65,23,Sys_A,"Meghan then went to the city's Mothers2Mothers organisation, which trains and employs women with HIV.",0,52
2352,8740,65,16,Sys_A,"“A lot of us have done amazing things as founders, but meeting a royal is quite daunting.",64,61
2353,8740,65,18,Sys_A,She is an easy-going royal.”,100,100
2354,8740,65,19,Sys_A,"Meghan also revealed she's enjoying the pressures of being a working mother, admitting she finds juggling being a royal and looking after baby Archie “a lot” but “all so exciting”.",10,6
2355,8740,65,20,Sys_A,"Speaking to mother-of-two Lara Rosmarin, CEO of Cape Innovation and Technology, Meghan said: ""We're only five months in right now.",53,50
2356,8740,106,5,Sys_A,"The agency has been without a Senate-confirmed administrator since March, when Brock Long left the post.",87,74
2357,8740,65,22,Sys_A,"“There are days when it's a lot to juggle but then you meet someone and you have an impact on them and you say ""ah-ha,"" and it's so rewarding.”",0,0
2358,8740,72,14,Sys_Q,"Dr Diana Atwine, the permanent secretary in the Ministry of Health, said this is timely and will enhance the fight against HIV/Aids.",25,0
2359,8740,72,15,Sys_Q,"She, however, urged the men to take HIV testing as an important issue.",0,0
2360,8740,72,16,Sys_Q,"She added that there is still effort to reach the 14 per cent of the people, who are living with HIV but do not know their HIV status.",0,0
2361,8740,72,17,Sys_Q,"""Currently, 86 per cent people living with HIV know their status; that means it leave us with 14 per cent of those living with HIV and do not know their status.",7,0
2362,8740,72,18,Sys_Q,So how do we now utilise that additional innovation.,19,5
2363,8740,65,17,Sys_A,She made it easy.,0,100
2364,8740,11,13,Sys_Q,"""No responsible government should subsidize Iran's bloodlust.",0,0
2365,8740,22,11,Sys_B,"In an exclusive interview with the Standard, former Cabinet minister Amber Rudd today accused Mr Johnson of deploying aggressive language that ""does incite violence.""",74,3
2366,8740,22,9,Sys_B,"""These awards are a small attempt by a group of people in public life — of different and no political persuasions — to shine a spotlight on politicians who argue their case with decency and civility, and are able to engage and work with people across the divides that affect us all.""",0,0
2367,8740,22,5,Sys_B,"To counter the division, the ""Civility in Politics"" awards were announced on Friday, with the politician of the year to be awarded £3,000 to give to charity.",17,3
2368,8740,22,4,Sys_B,It was marked by threats against MPs and outrage over the language used by the likes of Prime Minister Boris Johnson.,12,3
2369,8740,22,3,Sys_B,It comes after a divisive week in Westminster following the return of Parliament.,8,0
2370,8740,22,2,Sys_B,A new awards scheme has been set up to recognise politicians who show courtesy in their work.,0,0
2371,8740,26,10,Sys_Q,The hospital has also offered to assist families who want to harvest again.,0,0
2372,8740,26,11,Sys_Q,But the process can be grueling.,93,100
2373,8740,26,12,Sys_Q,"One of the patients described it as ""painful.""",93,100
2374,8740,26,13,Sys_Q,"Sean Anderson Corona, 13, underwent stem cell therapy when he was diagnosed with Stage 4 Neuroblastoma — a cancer often found in the adrenal glands.",50,0
2375,8740,26,14,Sys_Q,The boy was hooked up to machines for a daylong process that collects the stem cells from the blood.,13,0
2376,8740,106,1,Sys_A,Trump nominates Peter Gaynor to be FEMA chief: White House,98,75
2377,8740,22,6,Sys_B,Boris Johnson has been criticised for the tone of language he has used in the Commons chamber.,85,81
2378,8740,106,2,Sys_A,"Federal Emergency Management Agency (FEMA) Acting Administrator Peter Gaynor smiles as he testifies before a Senate Appropriations Homeland Security Subcommittee hearing on FEMA's FY2020 budget request on Capitol Hill in Washington, U.S., April 3, 2019.",94,93
2379,8740,26,18,Sys_Q,"But his mother, Elizabeth Anderson, said that she worries that if his cancer does return, it may be impossible to harvest more stem cells from his blood.",40,13
2380,8740,26,17,Sys_Q,Corona will be cancer-free for three years in November.,0,0
2381,8740,26,16,Sys_Q,"""I would try to sleep and my body would just start shaking, and then I just started to freak out and I'd start crying,"" Corona told ABC-7.",67,55
2382,8740,26,15,Sys_Q,The blood is then reinfused back into the body.,17,0
2383,8740,22,1,Sys_B,Civility in Politics: New awards scheme set up to counter Westminster division and recognise politicians who show courtesy,24,3
2384,8740,106,10,Sys_A,"Before becoming FEMA's deputy administrator in 2018, Gaynor worked in emergency management in Rhode Island and was a Marine, the White House said.",72,97
2385,8740,106,9,Sys_A,He will require a majority of the Senate to approve the nomination to take the job.,49,74
2386,8740,106,8,Sys_A,Gaynor's nomination to the post was expected.,100,100
2387,8740,106,7,Sys_A,"A different nominee for the job, Jeffrey Byard, was withdrawn from consideration earlier this month, after a background check uncovered allegations that he had been involved in a barroom brawl.",67,26
2388,8740,106,6,Sys_A,"Long resigned after the Department of Homeland Security, under which FEMA falls, concluded Long had inappropriately used government vehicles to commute between Washington and his home in North Carolina.",37,8
2389,8740,106,3,Sys_A,"U.S. President Donald Trump nominated Peter Gaynor on Thursday to head the Federal Emergency Management Agency (FEMA), the White House said in a statement.",83,89
2390,8740,22,10,Sys_B,"Nominations will open on Saturday, with an award ceremony in March next year.",0,2
2391,8740,26,19,Sys_Q,Stein said that the recollection of patients’ stem cells would only be recommended in the event that they are needed in the event that the patient relapses.,12,4
2392,8740,26,21,Sys_Q,"The freezer has since been replaced, and the sensor-monitoring and alert system have been upgraded.",100,100
2393,8740,22,8,Sys_B,"""As divisions and bitterness mount in the continuing debates around Brexit, we strongly believe that politics has to respond not by mirroring these trends, but by bucking them.”",63,9
2394,8740,22,7,Sys_B,"Lord Stewart, announcing the awards, said: ""Everyone agrees that politics in the UK is facing a crisis of trust and a crisis of civility.”",99,100
2395,8740,65,6,Sys_A,"During a conversation with the female tech founders Meghan, who has campaigned vigorously for the empowerment of young women and girls, said she hopes to do the same for young men.",0,0
2396,8740,27,2,Sys_A,It's day six of the Duke of Sussex' royal tour of Africa with his wife Meghan and baby Archie.,71,78
2397,8740,27,1,Sys_A,Prince Harry walks across Angolan minefield to reconnect with Princes Diana's legacy,11,0
2398,8740,84,15,Sys_Q,"This, she added, ""opens the door to greater possibilities for digital assistant vehicle connectivity.""",88,91
2399,8740,84,14,Sys_Q,"Hannah Keshishian, an automotive analyst at market intelligence firm Mintel, told CNBC via email that one of its recent reports had highlighted how nearly 40% of U.S. consumers who owned a vehicle ""would like to use a digital personal assistant in their vehicle.""",91,90
2400,8740,84,13,Sys_Q,The moves by firms such as Skoda and BMW point to a potential shift in the way people interact with their cars.,73,61
2401,8740,84,12,Sys_Q,"""Automakers have realized this and the race is on for them to integrate their own solutions or partner with consumer electronics companies such as Google and Amazon.""",0,0
2402,8740,84,11,Sys_Q,"""If the lion's share of commands from the driver can be inputted through virtual assistants, rather than fiddling around with touchscreens and buttons, the current epidemic of driver distraction will be greatly mitigated,"" Palmer added.",0,0
2403,8740,26,20,Sys_Q,"""We think that's going to be incredibly unlikely so we wouldn't ask anyone to do that in advance,"" he said.",72,42
2404,8740,84,10,Sys_Q,"""Voice is the ideal interaction tool in the vehicle,"" Jack Palmer, a senior connected car specialist at SBD Automotive, said in a statement sent to CNBC via email on Thursday.",100,95
2405,8740,84,8,Sys_Q,"Some BMW cars, for instance, are now equipped with an ""intelligent personal assistant"" which can be activated by using a button, a personal activation word or the phrase ""Hello, BMW.""",97,98
2406,8740,84,7,Sys_Q,"The company's introduction of a virtual, voice activated assistant mirrors efforts by other manufacturers in the sector.",0,0
2407,8740,84,6,Sys_Q,"Part of the Volkswagen Group since 1991, the Skoda brand delivered 1.25 million vehicles globally in 2018, according to its annual report.",58,50
2408,8740,84,5,Sys_Q,It will initially be available in models of the Kamiq city SUV and the compact Scala.,49,74
2409,8740,84,4,Sys_Q,"The system, which supports six languages, is able to undertake a range of tasks including starting navigation to a destination and searching for music.",89,81
2410,8740,84,3,Sys_Q,"In an announcement Wednesday, the Czech car maker said the digital assistant could be activated by the phrase ""Okay, Laura.""",9,4
2411,8740,84,2,Sys_Q,Skoda is to introduce a digital assistant that can be activated with a verbal command.,15,13
2412,8740,84,1,Sys_Q,Skoda to provide drivers with voice activated digital assistant,39,36
2413,8740,26,23,Sys_Q,"""We're reaching out directly to every single family in person to make sure that all their questions are answered.""",13,56
2414,8740,26,22,Sys_Q,"""Obviously, this is a huge deal for us.” Stein said.",10,1
2415,8740,84,9,Sys_Q,"Verbal commands can be used to, among other things, activate seat heating, get information on tire pressure, and adjust the in-car temperature.",72,59
2416,8740,11,12,Sys_Q,"""All nations have a duty to act,"" Trump said regarding his call to counter Iranian behavior.",14,75
2417,8740,65,21,Sys_A,"Being a working mum and travelling as well with a baby, my goodness it's a lot, but it's all so exciting.”",0,0
2418,8740,11,10,Sys_Q,"Other countries have called out Iranian misadventures in the region, and we look for them to reinforce Saudi Arabia's defense,"" Hoffman wrote.",2,5
2419,8740,113,13,Sys_A,The government has said complaints against police will be examined by a police watchdog agency that critics say is toothless and has no real investigative powers.,12,77
2420,8740,113,14,Sys_A,"Police have approved a major rally in downtown Hong Kong on Saturday organized by the Civil Human Rights Front to mark the fifth anniversary of the start of the Umbrella Revolution, when protesters occupied key thoroughfares in the city for 79 days in 2014 to demand universal suffrage.",74,74
2421,8740,113,15,Sys_A,That movement ended without any government concession.,22,17
2422,8740,113,16,Sys_A,"Protesters are also organizing ""anti-totalitarianism"" rallies in Hong Kong and many cities worldwide on Sunday against what they denounced as China's tyranny.",72,77
2423,8740,113,17,Sys_A,"Tse appealed to protesters to stop hijacking peaceful protests, like what happened in previous rallies when some lobbed gasoline bombs, set off street fires and vandalized public utilities.",27,17
2424,8740,113,18,Sys_A,"Police have responded with tear gas, water cannons, and other measures, prompting complaints from protesters that they are using excessive force.",6,78
2425,8740,113,19,Sys_A,"The Civil Human Rights Front is also planning another big march on Oct. 1, sparking fears of a bloody showdown that could embarrass China's ruling Communist Party as it marks its 70th year in power with grand festivities in Beijing.",63,53
2426,8740,113,20,Sys_A,The Hong Kong government has scaled down National Day celebrations by calling off an annual firework display and moving a reception indoors.,60,47
2427,8740,127,1,Sys_B,Viola Davis discusses playing Michelle Obama in 'First Ladies',93,84
2428,8740,127,2,Sys_B,"Viola Davis says she's ""terrified"" to portray Michelle Obama in a new TV series.",57,49
2429,8740,127,3,Sys_B,The 54-year-old actress discussed playing Obama in the Showtime series First Ladies during Thursday's episode of Jimmy Kimmel Live!,80,75
2430,8740,113,12,Sys_A,"Thousands of people staged a peaceful protest at a downtown square Friday night against alleged abuse of power by police, waving anti-police banners and chanting pro-democracy slogans.",85,78
2431,8740,127,4,Sys_B,Davis said she's met Obama but has no idea if the former first lady knows about her taking on the role.,83,78
2432,8740,127,6,Sys_B,"I'm absolutely terrified,"" Davis said.",100,75
2433,8740,127,7,Sys_B,"""I don't care what else I've done in my life — I've won an Emmy, I've won an Oscar, two Tonys — but if I mess this up, this is going to be a defining moment in my life.""",89,88
2434,8740,127,8,Sys_B,"""It's like, 'You raised a great kid, but you messed up Michelle Obama,'"" she jokingly added.",88,85
2435,8740,11,11,Sys_Q,"President Donald Trump slammed Iran's alleged role in the attacks on Saudi oil facilities, telling world leaders at the U.N. General Assembly on Tuesday that they should pressure Tehran into diplomatic talks.",0,0
2436,8740,127,10,Sys_B,Davis and Cooley will also executive produce the show.,75,100
2437,8740,127,11,Sys_B,"""It's going to be a great script, I promise,"" Davis said.",88,100
2438,8740,127,12,Sys_B,"""Listen, I don't want to make my people mad.""",97,100
2439,8740,127,13,Sys_B,First Ladies will explore the political and personal lives of first ladies throughout U.S. history.,97,100
2440,8740,127,14,Sys_B,"The first season will focus on Obama, Eleanor Roosevelt and Betty Ford.",100,100
2441,8740,26,7,Sys_Q,A letter sent to families earlier in September informing them of the loss was accidentally addressed to the children — rather than the parents.,0,0
2442,8740,26,8,Sys_Q,The hospital has also apologized to parents for the messaging oversight.,0,0
2443,8740,127,5,Sys_B,"""I'm terrified.",5,100
2444,8740,26,9,Sys_Q,"The hospital said that the loss of stem cells, which had been placed in long-term storage, has not jeopardized any child's health.",4,0
2445,8740,26,6,Sys_Q,"That patient did require the recollection of stem cells, chief medical officer James Stein said.",0,0
2446,8740,113,10,Sys_A,But the movement has since drawn wider participation as it snowballed into a wider anti-China campaign against what protesters say is Beijing's creeping intrusion into Hong Kong's autonomy promised when the former British colony returned to Chinese rule in 1997.,58,50
2447,8740,65,8,Sys_A,"“We both have sons, and we were bearing in mind that we are not just role models for girls but boys - and not just our sons, but generally in public too.”",8,3
2448,8740,65,9,Sys_A,"She added that having Meghan present “didn't feel hierarchical”, as it was “women gathered together and a talk about the struggles we have, as well as the things we need to do to move forward and grow and change our societies”.",70,54
2449,8740,72,3,Sys_Q,The initiative is aimed at reducing new HIV/Aids infections by 2020.,81,80
2450,8740,72,4,Sys_Q,"The oral HIV test kit dubbed, OraQuick HIV self-test, a product of Orasure technologies, targets young people aged 18 to 24 years, men and priority populations such as sex workers.",0,0
2451,8740,72,5,Sys_Q,"""Currently we are targeting young people 18 to 24 years.",100,100
2452,8740,72,6,Sys_Q,For the young people that's the age bracket we are looking at but of course any one above 18 and it's because we do not have evidence of children by the Constitution but as more evidence unfolds we are going to get there.,0,0
2453,8740,28,13,Sys_Q,"However, as Sky News revealed last month, the trustees' demands for better terms in Thomas Cook's proposed rescue deal added a further complication to efforts to get the transaction across the line.",0,0
2454,8740,28,14,Sys_Q,"Thomas Cook's liquidation brought to an end 178 years of solvent trading, prompting the launch of inquiries by the government's Insolvency Service, the accounting watchdog and an influential committee of MPs.",21,0
2455,8740,28,15,Sys_Q,"Ministers have established a taskforce to address the crisis, which has left creditors facing meagre returns from the post-insolvency sale of assets.",17,8
2456,8740,28,16,Sys_Q,"To date, just under half of Thomas Cook's overseas British customers have been flown home.",0,0
2457,8740,28,17,Sys_Q,Its collapse came hours after Thomas Cook issued a last-gasp plea to its lenders to reduce a £200m funding demand.,0,0
2458,8740,113,11,Sys_A,Protesters have widened their demands to include direct elections for the city's leaders and an independent inquiry into alleged police brutality against protesters.,86,83
2459,8740,28,18,Sys_Q,What went so wrong for Thomas Cook?,3,0
2460,8740,28,20,Sys_Q,Thomas Cook was founded in 1841 by a 32-year-old cabinet-maker and former Baptist preacher who began offering one-day rail excursions from Leicester to Loughborough for a shilling.,0,0
2461,8740,26,5,Sys_Q,All but one patient had gone through initial therapy.,86,100
2462,8740,113,1,Sys_A,Hong Kong police say student arrests at protests increase,57,52
2463,8740,113,2,Sys_A,"Hong Kong police said Friday that students accounted for 29% of nearly 1,600 people detained in anti-democracy protests since June and urged young people to take the ""straight and narrow path"" as more major rallies are planned this weekend.",57,50
2464,8740,113,3,Sys_A,"Police public relations chief Tse Chun-chung said 207 high school and university students were detained this month alone despite the resumption of classes after the summer holiday, compared to 257 over the June-August period.",85,80
2465,8740,113,4,Sys_A,"He said there was a rise in teenagers participating in violent crimes, with some already charged in court.",100,100
2466,8740,113,5,Sys_A,"This included a 16-year-old charged recently with arson, which carries possible a life imprisonment upon conviction, a 13-year-old girl charged with desecrating Chinese flags and others with attacking police officers and carrying dangerous weapons.",56,49
2467,8740,113,6,Sys_A,"""It is an alarming trend to us,"" he said at a news conference.",65,70
2468,8740,113,7,Sys_A,"""It is worrying to see these youths breaking the law and possibly having criminal records at such a young and tender age.",9,2
2469,8740,113,8,Sys_A,"We appeal to all youngsters to rethink their actions and hope the education sector and parents will help our young people to walk the straight and narrow path.""",46,41
2470,8740,113,9,Sys_A,Young people have largely led the protests that started in June over an extradition bill that the government has now agreed to withdraw.,83,77
2471,8740,28,19,Sys_Q,"The talks, which concluded without a deal on Sunday evening, represented a frantic last throw of the dice for a company which had been forced to seek more than £1bn in new funding following a £1.5bn half-year loss and deteriorating trading.",0,0
2472,8740,127,15,Sys_B,"In addition to First Ladies, Davis will reunite with Denzel Washington, her Antwone Fisher and Fences co-star, in a Netflix adaptation of Ma Rainey's Black Bottom.",73,85
2473,8740,127,9,Sys_B,"Davis said, however, that she's confident about the script, written by author Aaron Cooley.",97,100
2474,8740,106,4,Sys_A,"Gaynor, FEMA's deputy administrator, had been acting chief of the agency, which oversees the government response to disasters like hurricanes and wildfires.",28,36
2475,8740,72,13,Sys_Q,"Data by the Uganda Aids Commission (UAC) shows that Uganda is registering 1,000 new HIV/Aids infections and 500 deaths from the viral disease per week, translating into 53,000 new infections and 23,000 deaths annually.",33,12
2476,8740,72,12,Sys_Q,The test will detect the antibodies in the mouth.,49,24
2477,8740,72,11,Sys_Q,"If one is infected with HIV, these antibodies will be present in your blood and also in the salivia.",14,0
2478,8740,72,10,Sys_Q,"The test works by detecting antibodies, the body's natural defenders against infection.",12,0
2479,8740,72,9,Sys_Q,"Initially, the self-test kits available involve the use of blood to detect the HIV, however, with oral HIV self-test kit, oral fluids are involved.",0,0
2480,8740,72,8,Sys_Q,Easy use,100,100
2481,8740,127,20,Sys_B,"Davis plays Annalise Keating on the ABC series How to Get Away with Murder, which premiered its sixth and final season Thursday.",76,85
2482,8740,72,7,Sys_Q,"For the men, we give the kit to the mother and they take it to the partner, key and priority populations such sex workers,"" Mr Geoffrey Tasi, the technical officer-in-charge of HIV testing services, said yesterday.",0,0
2483,8740,127,16,Sys_B,"""I had to wear a fat suit,"" Davis told host Jimmy Kimmel.",50,25
2484,8740,127,17,Sys_B,"""I loved it.",0,100
2485,8740,127,18,Sys_B,"I told them that I wanted really, really big [expletive].",0,100
2486,8740,11,9,Sys_Q,"""It is important to note these steps are a demonstration of our commitment to regional partners, and the security and stability in the Middle East.",10,0
2487,8740,127,19,Sys_B,"I wanted to look like the women I grew up with.""",21,100
2488,8741,1,5,Sys_B,We'll tell you what's true.,45,98
2489,8741,1,14,Sys_B,"Fiddes claimed that ""this whole paedophile thing is complete nonsense... the guy had girlfriends and had a legitimate marriage to Lisa Marie [Presley], that was the way he lived his life.""",77,65
2490,8741,127,20,Sys_Q,"Davis plays Annalise Keating on the ABC series How to Get Away with Murder, which premiered its sixth and final season Thursday.",60,38
2491,8741,127,19,Sys_Q,"I wanted to look like the women I grew up with.""",45,68
2492,8741,1,15,Sys_B,"He claimed it would have been ""impossible"" for Jackson to have abused children at his Neverland ranch because he was ""hardly"" there.",2,62
2493,8741,1,16,Sys_B,"""They say there were boys around, that was not the case at all,"" he said.",81,97
2494,8741,125,9,Sys_Q,"There was a difference of around 1 per cent between the groups, after data was adjusted to take account of other factors.",91,95
2495,8741,1,17,Sys_B,The Jackson estate has denied all allegations against the late star.,86,76
2496,8741,1,18,Sys_B,Jackson denied all claims against him until his death in 2009.,76,86
2497,8741,1,2,Sys_B,Michael Jackson's former bodyguard has claimed the late singer cultivated some of his eccentricities with the deliberate intention of riling up the media.,66,76
2498,8741,1,1,Sys_B,"Michael Jackson wore tape on his nose to get front pages, former bodyguard claims",88,95
2499,8741,88,1,Sys_P,Dozens of Surrey University students banned from sports teams amid accusations of sexual harassment,64,51
2500,8741,88,2,Sys_P,More than 50 Surrey University students have been banned from sports teams amid accusations of sexual harassment on a tour of Croatia.,67,82
2501,8741,125,10,Sys_Q,"The study, funded by Cancer Research UK, found those who had radiotherapy were twice as likely to suffer a worsening of urinary incontinence, one of the main side effects of prostate cancer treatment.",71,47
2502,8741,1,13,Sys_B,Both Robson and Safechuck allege that they were abused by Jackson as children for a number of years.,84,72
2503,8741,1,3,Sys_B,"Matt Fiddes, now a property developer and owner of a martial arts/dance chain, told Metro that Jackson believed the fascination around his persona would stop if he ceased to be a ""mystery"" in the public eye.",71,82
2504,8741,1,4,Sys_B,"To get front pages, he would reportedly don surgical masks and put tape on his nose to spark conversation.",69,76
2505,8741,88,3,Sys_P,"The culture of the university’s men’s football club was “increasingly unacceptable”, both with spectators at matches as well as during social events, according to a sporting disciplinary panel which investigated the claims.",50,60
2506,8741,1,11,Sys_B,"He added: ""It's backfired on him now, though, that's the sad thing.""",88,90
2507,8741,1,10,Sys_B,"He would say he wanted his life to be the greatest mystery on Earth.""",77,95
2508,8741,1,9,Sys_B,"""90 per cent of the time it worked, by putting a mask on his face, or sticky tape on his hands — or tape on his nose was a favourite one.",48,33
2509,8741,1,8,Sys_B,"He knew exactly how to get the front page,"" Fiddes, who was Jackson's bodyguard for 10 years, said.",87,93
2510,8741,125,11,Sys_Q,"One year after surgery 5.3 per cent of patients receiving radiotherapy suffered a deterioration, compared to 2.7 per cent who had standard care.",33,25
2511,8741,96,24,Sys_A,Anyone with information about this crime is urged to call Long Beach police.,81,72
2512,8741,96,23,Sys_A,"Alford is personally offering a $2,000 reward for information that leads to an arrest and conviction.",72,75
2513,8741,96,22,Sys_A,"""I can assure you, this one is going to get solved,"" he said.",95,84
2514,8741,96,21,Sys_A,"As the investigation into the fatal shooting continues, Alford said he wasn't giving up either.",86,82
2515,8741,96,20,Sys_A,"""As somebody who's 21, he was a year younger than me, anybody with that type of hustle and work ethic, you tend to look up to.""",60,69
2516,8741,1,7,Sys_B,"""He knew how to manipulate the media.",92,97
2517,8741,1,6,Sys_B,You can form your own view.,34,72
2518,8741,1,12,Sys_B,"Fiddes also addressed allegations of child sexual abuse against Jackson by Wade Robson and James Safechuck, which were aired in the controversial, Emmy Award-winning documentary Leaving Neverland.",82,73
2519,8741,125,8,Sys_Q,Progression free survival was 85 per cent in the radiotherapy group and 88 per cent in the standard care group.,2,2
2520,8741,127,12,Sys_Q,"""Listen, I don't want to make my people mad.""",69,92
2521,8741,125,6,Sys_Q,The rest were monitored and only given radiotherapy if there were signs that disease had returned.,49,58
2522,8741,127,13,Sys_Q,First Ladies will explore the political and personal lives of first ladies throughout U.S. history.,53,78
2523,8741,127,14,Sys_Q,"The first season will focus on Obama, Eleanor Roosevelt and Betty Ford.",94,84
2524,8741,127,10,Sys_Q,Davis and Cooley will also executive produce the show.,80,99
2525,8741,127,9,Sys_Q,"Davis said, however, that she's confident about the script, written by author Aaron Cooley.",68,77
2526,8741,127,8,Sys_Q,"""It's like, 'You raised a great kid, but you messed up Michelle Obama,'"" she jokingly added.",57,73
2527,8741,127,7,Sys_Q,"""I don't care what else I've done in my life — I've won an Emmy, I've won an Oscar, two Tonys — but if I mess this up, this is going to be a defining moment in my life.""",61,13
2528,8741,127,6,Sys_Q,"I'm absolutely terrified,"" Davis said.",98,98
2529,8741,127,5,Sys_Q,"""I'm terrified.",98,98
2530,8741,127,4,Sys_Q,Davis said she's met Obama but has no idea if the former first lady knows about her taking on the role.,87,73
2531,8741,127,3,Sys_Q,The 54-year-old actress discussed playing Obama in the Showtime series First Ladies during Thursday's episode of Jimmy Kimmel Live!,23,11
2532,8741,127,2,Sys_Q,"Viola Davis says she's ""terrified"" to portray Michelle Obama in a new TV series.",40,57
2533,8741,127,1,Sys_Q,Viola Davis discusses playing Michelle Obama in 'First Ladies',70,97
2534,8741,88,12,Sys_P,"However, students said that this year behaviour of some students went too far, particularly during a game which involved members of the football club being dared by their teammates to make advances on women, while their friends attempt to ""intercept"" them.",27,52
2535,8741,88,11,Sys_P,"It is accepted that this is an alcohol heavy, raucous trip.""",37,53
2536,8741,88,10,Sys_P,"""People are just doing everything you would expect from a lads holiday.",51,72
2537,8741,60,1,Sys_B,"Serena Williams Fined $10,000 For Allegedly Damaging Wimbledon Court",59,91
2538,8741,127,15,Sys_Q,"In addition to First Ladies, Davis will reunite with Denzel Washington, her Antwone Fisher and Fences co-star, in a Netflix adaptation of Ma Rainey's Black Bottom.",42,73
2539,8741,88,4,Sys_P,The panel said that their “harmful and offensive” behavior had become “normalized” so that other members of the club did not feel the need to speak out about it.,45,52
2540,8741,88,5,Sys_P,It ruled that 52 students from the club —all of whom went on the sports tour to Croatia earlier this year— were forbidden from representing the university on any sports teams.,51,69
2541,8741,88,6,Sys_P,"The Croatia tour was organised by the company ilovetour, a travel agent based in Crawley, West Sussex which specializes in student package holidays.",52,72
2542,8741,127,11,Sys_Q,"""It's going to be a great script, I promise,"" Davis said.",56,69
2543,8741,125,5,Sys_Q,"Half were given immediate radiotherapy, which until now has been standard treatment to prevent the return of disease.",37,62
2544,8741,125,4,Sys_Q,"The Royal Marsden study involved 1,400 men being treated for prostate cancer.",11,2
2545,8741,125,7,Sys_Q,"Scientists found that five years later, there was almost no difference in disease recurrence between the two groups, with those who did not have treatment faring slightly better.",49,3
2546,8741,125,3,Sys_Q,"The findings, from the the largest ever trial examining those having surgery for the disease, could spare thousands from gruelling treatment which can have distressing side-effects.",4,13
2547,8741,125,1,Sys_Q,Men undergoing surgery for prostate cancer fare as well without radiotherapy,57,51
2548,8741,88,8,Sys_P,"One Surrey University student said of the tour, “Realistically, sport very much takes a backseat.",60,31
2549,8741,88,9,Sys_P,It has a reputation for being a week-long initiation event for the new sports team.”,45,60
2550,8741,127,18,Sys_Q,"I told them that I wanted really, really big [expletive].",57,88
2551,8741,127,17,Sys_Q,"""I loved it.",90,98
2552,8741,127,16,Sys_Q,"""I had to wear a fat suit,"" Davis told host Jimmy Kimmel.",51,73
2553,8741,125,2,Sys_Q,"Men undergoing surgery for prostate cancer fare just as well without radiotherapy, a major study has found.",38,65
2554,8741,88,7,Sys_P,"The company says on its website that the seven day trip to Croatia includes one day of competitive sports activities and another day of social sport activities, as well as “every type of party you can imagine”.",57,48
2555,8741,101,5,Sys_P,"Over the past 70 years, China has not provoked a single war or conflict, nor invaded a single square of foreign land,"" the paper titled ""China and the World in the New Era"" said.",88,93
2556,8741,2,2,Sys_Q,New Delhi: The government has compulsorily retired 15 more tax officers in the fourth tranche of its crackdown on errant officials accused of corruption and other malpractices.,45,38
2557,8741,95,2,Sys_P,"Mike Pompeo, the US Secretary of State, said on Thursday that the United States had concluded the Syrian government had used chlorine as a chemical weapon in an attack in May during a battle with insurgents in Idlib.",76,62
2558,8741,95,3,Sys_P,"""The Assad regime is responsible for innumerable atrocities, some of which rise to the level of war crimes and crimes against humanity,"" Mr Pompeo told a news conference in New York, where he has been attending the United Nations General Assembly.",62,88
2559,8741,95,4,Sys_P,"""Today I am announcing that the United States has concluded that the Assad regime used chlorine as a chemical weapon on May 19,"" Mr Pompeo added.",86,80
2560,8741,95,5,Sys_P,"The United States said in May it had received numerous reports that appeared consistent with chemical exposure after an attack by the forces of Bashar al-Assad, the Syrian president, in northwestern Syria, but it had made no definitive conclusion as to whether they used chemical weapons.",47,26
2561,8741,95,6,Sys_P,"The Trump administration has twice bombed Syria over Assad's suspected use of chemical weapons, in April 2017 and April 2018.",85,65
2562,8741,15,1,Sys_Q,Pope warns tech execs to use AI for the common good,32,60
2563,8741,15,2,Sys_Q,"Pope Francis on Friday warned tech company executives, diplomats and financiers that the race to create artificial intelligence and other forms of digital development pose the risk of increasing social inequality unless the work is accompanied by an ethical evaluation of the common good.",47,27
2564,8741,15,3,Sys_Q,"Francis addressed a Vatican conference that brought government envoys and Facebook and Google representatives together with philosophers, physicists and ethicists.",61,48
2565,8741,15,4,Sys_Q,"A smattering of academics and Catholic bishops rounded out participants at ""The Common Good in the Digital Age"" conference.",29,60
